4.1,20,9,5,23,33,21,41,53,54,52,53,41,24,14,12,32,34,20,45,33,47,6,1,10,8,23,21,23,8,11,48,34,46,39,41,54,31,45,44,31,44,30,47,33,35,12,14,15,15,3,12,4,2,3,10,2,7,52,38,51,52,41,40,24,12,9,9,22,24,28,38,40,32,5,18,32,20,5,46,34,42,1,12,3,1,5,9,6,10,7,6,19,18,8,19,7,50,37,54,50,47,35,25,37,35,56,45,47,16,4,15,16,17,4,30,32,18,30,44,42,48,46,57,48,36,22,57,51,48,39,37,27,43,46,42,43,56,55,31,30,18,31,19,21,2,11,7,2,13,11,36,38,26,36,51,38,24,36,26,24,22,36,17,13,4,4,13,2,46,55,57,58,50,54,53,58,54,58,47,50,58,56,47,58,55,56,25,23,11,27,25,13,11,13,25,17,27,13,41,29,40,39,29,41,39,17,29,39,27,17,16,29,17,28,14,26,28,16,14,16,28,29,28,40,29,16,15,14,49,58,53,49,55,58,52,49,53,49,57,55,52,51,49,49,51,57,9,20,22,4,3,15,20,34,22,10,3,2,33,23,35,52,40,38,14,24,26,28,26,38,34,32,42,33,45,21,10,1,3,1,9,12,6,7,19,5,6,18,1,6,5,11,8,7,8,21,19,50,35,37,25,27,37,25,35,23,56,44,45,30,42,32,34,48,22,48,51,36,39,54,37,43,55,46,44,43,42,43,44,56,31,18,19,45,31,21
4.2,20,9,5,23,33,21,41,53,54,52,53,41,24,14,12,32,34,20,45,33,47,6,1,10,8,23,21,23,8,11,48,34,46,39,41,54,31,45,44,31,44,30,47,33,35,12,14,15,15,3,12,4,2,3,10,2,7,52,38,51,52,41,40,24,12,9,9,22,24,28,38,40,32,5,18,32,20,5,46,34,42,1,12,3,1,5,9,6,10,7,6,19,18,8,19,7,50,37,54,50,47,35,25,37,35,56,45,47,16,4,15,16,17,4,30,32,18,30,44,42,48,46,57,48,36,22,57,51,48,39,37,27,43,46,42,43,56,55,31,30,18,31,19,21,2,11,7,2,13,11,36,38,26,36,51,38,24,36,26,24,22,36,17,13,4,4,13,2,46,55,57,58,50,54,53,58,54,58,47,50,58,56,47,58,55,56,25,23,11,27,25,13,11,13,25,17,27,13,41,29,40,39,29,41,39,17,29,39,27,17,16,29,17,28,14,26,28,16,14,16,28,29,28,40,29,16,15,14,49,58,53,49,55,58,52,49,53,49,57,55,52,51,49,49,51,57,9,20,22,4,3,15,20,34,22,10,3,2,33,23,35,52,40,38,14,24,26,28,26,38,34,32,42,33,45,21,10,1,3,1,9,12,6,7,19,5,6,18,1,6,5,11,8,7,8,21,19,50,35,37,25,27,37,25,35,23,56,44,45,30,42,32,34,48,22,48,51,36,39,54,37,43,55,46,44,43,42,43,44,56,31,18,19,45,31,21
4.3,20,9,5,23,33,21,41,53,54,52,53,41,24,14,12,32,34,20,45,33,47,6,1,10,8,23,21,23,8,11,48,34,46,39,41,54,31,45,44,31,44,30,47,33,35,12,14,15,15,3,12,4,2,3,10,2,7,52,38,51,52,41,40,24,12,9,9,22,24,28,38,40,32,5,18,32,20,5,46,34,42,1,12,3,1,5,9,6,10,7,6,19,18,8,19,7,50,37,54,50,47,35,25,37,35,56,45,47,16,4,15,16,17,4,30,32,18,30,44,42,48,46,57,48,36,22,57,51,48,39,37,27,43,46,42,43,56,55,31,30,18,31,19,21,2,11,7,2,13,11,36,38,26,36,51,38,24,36,26,24,22,36,17,13,4,4,13,2,46,55,57,58,50,54,53,58,54,58,47,50,58,56,47,58,55,56,25,23,11,27,25,13,11,13,25,17,27,13,41,29,40,39,29,41,39,17,29,39,27,17,16,29,17,28,14,26,28,16,14,16,28,29,28,40,29,16,15,14,49,58,53,49,55,58,52,49,53,49,57,55,52,51,49,49,51,57,9,20,22,4,3,15,20,34,22,10,3,2,33,23,35,52,40,38,14,24,26,28,26,38,34,32,42,33,45,21,10,1,3,1,9,12,6,7,19,5,6,18,1,6,5,11,8,7,8,21,19,50,35,37,25,27,37,25,35,23,56,44,45,30,42,32,34,48,22,48,51,36,39,54,37,43,55,46,44,43,42,43,44,56,31,18,19,45,31,21
4.4,20,9,5,23,33,21,41,53,54,52,53,41,24,14,12,32,34,20,45,33,47,6,1,10,8,23,21,23,8,11,48,34,46,39,41,54,31,45,44,31,44,30,47,33,35,12,14,15,15,3,12,4,2,3,10,2,7,52,38,51,52,41,40,24,12,9,9,22,24,28,38,40,32,5,18,32,20,5,46,34,42,1,12,3,1,5,9,6,10,7,6,19,18,8,19,7,50,37,54,50,47,35,25,37,35,56,45,47,16,4,15,16,17,4,30,32,18,30,44,42,48,46,57,48,36,22,57,51,48,39,37,27,43,46,42,43,56,55,31,30,18,31,19,21,2,11,7,2,13,11,36,38,26,36,51,38,24,36,26,24,22,36,17,13,4,4,13,2,46,55,57,58,50,54,53,58,54,58,47,50,58,56,47,58,55,56,25,23,11,27,25,13,11,13,25,17,27,13,41,29,40,39,29,41,39,17,29,39,27,17,16,29,17,28,14,26,28,16,14,16,28,29,28,40,29,16,15,14,49,58,53,49,55,58,52,49,53,49,57,55,52,51,49,49,51,57,9,20,22,4,3,15,20,34,22,10,3,2,33,23,35,52,40,38,14,24,26,28,26,38,34,32,42,33,45,21,10,1,3,1,9,12,6,7,19,5,6,18,1,6,5,11,8,7,8,21,19,50,35,37,25,27,37,25,35,23,56,44,45,30,42,32,34,48,22,48,51,36,39,54,37,43,55,46,44,43,42,43,44,56,31,18,19,45,31,21
4.5,20,9,5,23,33,21,41,53,54,52,53,41,24,14,12,32,34,20,45,33,47,6,1,10,8,23,21,23,8,11,48,34,46,39,41,54,31,45,44,31,44,30,47,33,35,12,14,15,15,3,12,4,2,3,10,2,7,52,38,51,52,41,40,24,12,9,9,22,24,28,38,40,32,5,18,32,20,5,46,34,42,1,12,3,1,5,9,6,10,7,6,19,18,8,19,7,50,37,54,50,47,35,25,37,35,56,45,47,16,4,15,16,17,4,30,32,18,30,44,42,48,46,57,48,36,22,57,51,48,39,37,27,43,46,42,43,56,55,31,30,18,31,19,21,2,11,7,2,13,11,36,38,26,36,51,38,24,36,26,24,22,36,17,13,4,4,13,2,46,55,57,58,50,54,53,58,54,58,47,50,58,56,47,58,55,56,25,23,11,27,25,13,11,13,25,17,27,13,41,29,40,39,29,41,39,17,29,39,27,17,16,29,17,28,14,26,28,16,14,16,28,29,28,40,29,16,15,14,49,58,53,49,55,58,52,49,53,49,57,55,52,51,49,49,51,57,9,20,22,4,3,15,20,34,22,10,3,2,33,23,35,52,40,38,14,24,26,28,26,38,34,32,42,33,45,21,10,1,3,1,9,12,6,7,19,5,6,18,1,6,5,11,8,7,8,21,19,50,35,37,25,27,37,25,35,23,56,44,45,30,42,32,34,48,22,48,51,36,39,54,37,43,55,46,44,43,42,43,44,56,31,18,19,45,31,21
4.6,20,9,5,23,33,21,41,53,54,52,53,41,24,14,12,32,34,20,45,33,47,6,1,10,8,23,21,23,8,11,48,34,46,39,41,54,31,45,44,31,44,30,47,33,35,12,14,15,15,3,12,4,2,3,10,2,7,52,38,51,52,41,40,24,12,9,9,22,24,28,38,40,32,5,18,32,20,5,46,34,42,1,12,3,1,5,9,6,10,7,6,19,18,8,19,7,50,37,54,50,47,35,25,37,35,56,45,47,16,4,15,16,17,4,30,32,18,30,44,42,48,46,57,48,36,22,57,51,48,39,37,27,43,46,42,43,56,55,31,30,18,31,19,21,2,11,7,2,13,11,36,38,26,36,51,38,24,36,26,24,22,36,17,13,4,4,13,2,46,55,57,58,50,54,53,58,54,58,47,50,58,56,47,58,55,56,25,23,11,27,25,13,11,13,25,17,27,13,41,29,40,39,29,41,39,17,29,39,27,17,16,29,17,28,14,26,28,16,14,16,28,29,28,40,29,16,15,14,49,58,53,49,55,58,52,49,53,49,57,55,52,51,49,49,51,57,9,20,22,4,3,15,20,34,22,10,3,2,33,23,35,52,40,38,14,24,26,28,26,38,34,32,42,33,45,21,10,1,3,1,9,12,6,7,19,5,6,18,1,6,5,11,8,7,8,21,19,50,35,37,25,27,37,25,35,23,56,44,45,30,42,32,34,48,22,48,51,36,39,54,37,43,55,46,44,43,42,43,44,56,31,18,19,45,31,21
4.7,20,9,5,23,33,21,41,53,54,52,53,41,24,14,12,32,34,20,45,33,47,6,1,10,8,23,21,23,8,11,48,34,46,39,41,54,31,45,44,31,44,30,47,33,35,12,14,15,15,3,12,4,2,3,10,2,7,52,38,51,52,41,40,24,12,9,9,22,24,28,38,40,32,5,18,32,20,5,46,34,42,1,12,3,1,5,9,6,10,7,6,19,18,8,19,7,50,37,54,50,47,35,25,37,35,56,45,47,16,4,15,16,17,4,30,32,18,30,44,42,48,46,57,48,36,22,57,51,48,39,37,27,43,46,42,43,56,55,31,30,18,31,19,21,2,11,7,2,13,11,36,38,26,36,51,38,24,36,26,24,22,36,17,13,4,4,13,2,46,55,57,58,50,54,53,58,54,58,47,50,58,56,47,58,55,56,25,23,11,27,25,13,11,13,25,17,27,13,41,29,40,39,29,41,39,17,29,39,27,17,16,29,17,28,14,26,28,16,14,16,28,29,28,40,29,16,15,14,49,58,53,49,55,58,52,49,53,49,57,55,52,51,49,49,51,57,9,20,22,4,3,15,20,34,22,10,3,2,33,23,35,52,40,38,14,24,26,28,26,38,34,32,42,33,45,21,10,1,3,1,9,12,6,7,19,5,6,18,1,6,5,11,8,7,8,21,19,50,35,37,25,27,37,25,35,23,56,44,45,30,42,32,34,48,22,48,51,36,39,54,37,43,55,46,44,43,42,43,44,56,31,18,19,45,31,21
4.8,20,9,5,23,33,21,41,53,54,52,53,41,24,14,12,32,34,20,45,33,47,6,1,10,8,23,21,23,8,11,48,34,46,39,41,54,31,45,44,31,44,30,47,33,35,12,14,15,15,3,12,4,2,3,10,2,7,52,38,51,52,41,40,24,12,9,9,22,24,28,38,40,32,5,18,32,20,5,46,34,42,1,12,3,1,5,9,6,10,7,6,19,18,8,19,7,50,37,54,50,47,35,25,37,35,56,45,47,16,4,15,16,17,4,30,32,18,30,44,42,48,46,57,48,36,22,57,51,48,39,37,27,43,46,42,43,56,55,31,30,18,31,19,21,2,11,7,2,13,11,36,38,26,36,51,38,24,36,26,24,22,36,17,13,4,4,13,2,46,55,57,58,50,54,53,58,54,58,47,50,58,56,47,58,55,56,25,23,11,27,25,13,11,13,25,17,27,13,41,29,40,39,29,41,39,17,29,39,27,17,16,29,17,28,14,26,28,16,14,16,28,29,28,40,29,16,15,14,49,58,53,49,55,58,52,49,53,49,57,55,52,51,49,49,51,57,9,20,22,4,3,15,20,34,22,10,3,2,33,23,35,52,40,38,14,24,26,28,26,38,34,32,42,33,45,21,10,1,3,1,9,12,6,7,19,5,6,18,1,6,5,11,8,7,8,21,19,50,35,37,25,27,37,25,35,23,56,44,45,30,42,32,34,48,22,48,51,36,39,54,37,43,55,46,44,43,42,43,44,56,31,18,19,45,31,21
4.9,20,9,5,23,33,21,41,53,54,52,53,41,24,14,12,32,34,20,45,33,47,6,1,10,8,23,21,23,8,11,48,34,46,39,41,54,31,45,44,31,44,30,47,33,35,12,14,15,15,3,12,4,2,3,10,2,7,52,38,51,52,41,40,24,12,9,9,22,24,28,38,40,32,5,18,32,20,5,46,34,42,1,12,3,1,5,9,6,10,7,6,19,18,8,19,7,50,37,54,50,47,35,25,37,35,56,45,47,16,4,15,16,17,4,30,32,18,30,44,42,48,46,57,48,36,22,57,51,48,39,37,27,43,46,42,43,56,55,31,30,18,31,19,21,2,11,7,2,13,11,36,38,26,36,51,38,24,36,26,24,22,36,17,13,4,4,13,2,46,55,57,58,50,54,53,58,54,58,47,50,58,56,47,58,55,56,25,23,11,27,25,13,11,13,25,17,27,13,41,29,40,39,29,41,39,17,29,39,27,17,16,29,17,28,14,26,28,16,14,16,28,29,28,40,29,16,15,14,49,58,53,49,55,58,52,49,53,49,57,55,52,51,49,49,51,57,9,20,22,4,3,15,20,34,22,10,3,2,33,23,35,52,40,38,14,24,26,28,26,38,34,32,42,33,45,21,10,1,3,1,9,12,6,7,19,5,6,18,1,6,5,11,8,7,8,21,19,50,35,37,25,27,37,25,35,23,56,44,45,30,42,32,34,48,22,48,51,36,39,54,37,43,55,46,44,43,42,43,44,56,31,18,19,45,31,21
5,20,9,5,23,33,21,41,53,54,52,53,41,24,14,12,32,34,20,45,33,47,6,1,10,8,23,21,23,8,11,48,34,46,39,41,54,31,45,44,31,44,30,47,33,35,12,14,15,15,3,12,4,2,3,10,2,7,52,38,51,52,41,40,24,12,9,9,22,24,28,38,40,32,5,18,32,20,5,46,34,42,1,12,3,1,5,9,6,10,7,6,19,18,8,19,7,50,37,54,50,47,35,25,37,35,56,45,47,16,4,15,16,17,4,30,32,18,30,44,42,48,46,57,48,36,22,57,51,48,39,37,27,43,46,42,43,56,55,31,30,18,31,19,21,2,11,7,2,13,11,36,38,26,36,51,38,24,36,26,24,22,36,17,13,4,4,13,2,46,55,57,58,50,54,53,58,54,58,47,50,58,56,47,58,55,56,25,23,11,27,25,13,11,13,25,17,27,13,41,29,40,39,29,41,39,17,29,39,27,17,16,29,17,28,14,26,28,16,14,16,28,29,28,40,29,16,15,14,49,58,53,49,55,58,52,49,53,49,57,55,52,51,49,49,51,57,9,20,22,4,3,15,20,34,22,10,3,2,33,23,35,52,40,38,14,24,26,28,26,38,34,32,42,33,45,21,10,1,3,1,9,12,6,7,19,5,6,18,1,6,5,11,8,7,8,21,19,50,35,37,25,27,37,25,35,23,56,44,45,30,42,32,34,48,22,48,51,36,39,54,37,43,55,46,44,43,42,43,44,56,31,18,19,45,31,21
